Дата,Кривая,Тип,Дисконт фактор,Тенор,Ставка
27.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.83006602
27.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.79671244
27.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.76325155
27.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.72991851
27.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.69654592
28.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00015597
28.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00033604
28.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,0.99876126
28.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99919781
28.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,1.00096088
28.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.9922927
28.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98245907
28.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97172644
28.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94525264
28.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.922236
28.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.89316921
28.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.86387338
28.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.83127687
28.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.79795294
28.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.76454725
28.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.73083365
28.11.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.69793076
01.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00016341
01.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00036541
01.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,0.99922296
01.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00040203
01.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,1.00116974
01.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99237413
01.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98268428
01.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97227873
01.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94637171
01.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.92361056
01.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.89465087
01.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.86536362
01.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.83301771
01.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.79986906
01.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.76663506
01.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.73323507
01.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.69966919
02.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00017093
02.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00037616
02.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.0000803
02.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00062808
02.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,1.00105413
02.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99263269
02.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98300273
02.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97283473
02.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94731674
02.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.92410912
02.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.89486974
02.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.8648794
02.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.83219021
02.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.79860417
02.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.76534167
02.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.73172429
02.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.69793319
03.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00014581
03.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00032581
03.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00094316
03.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00049476
03.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,1.00095948
03.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99269322
03.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98273021
03.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97314952
03.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94766423
03.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.9243676
03.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.89510863
03.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.86536098
03.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.83265736
03.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.7990332
03.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.76566705
03.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.7319611
03.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.69807142
04.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00016874
04.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00037425
04.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00027312
04.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00067338
04.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,1.00109909
04.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99340764
04.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98568605
04.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.9728059
04.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94658368
04.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.9228019
04.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.89333557
04.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.86351612
04.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.83063957
04.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.79681885
04.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.76328655
04.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.72946491
04.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.69574618
05.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00018162
05.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00040398
05.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00101669
05.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00073504
05.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,1.00094938
05.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99424274
05.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98447638
05.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97358279
05.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94828892
05.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.9252805
05.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.89627705
05.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.8667869
05.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.8345441
05.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.80120193
05.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.76745229
05.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.7340968
05.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.70001583
08.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00015017
08.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00034243
08.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00092207
08.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00076031
08.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,1.00107194
08.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99343783
08.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98307873
08.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97476355
08.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.95027731
08.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.92703419
08.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.89861339
08.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.86954615
08.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.83779652
08.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.80474549
08.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.77139165
08.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.73741591
08.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.70386375
09.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00019595
09.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.0004383
09.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00136404
09.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00103992
09.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,1.00185777
09.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99431477
09.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98446794
09.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97471991
09.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94992985
09.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.92622356
09.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.89705014
09.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.86763344
09.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.83549568
09.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.80236163
09.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.76860893
09.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.73507709
09.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.70076477
10.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00016028
10.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00011533
10.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00062287
10.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00063674
10.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,1.00106154
10.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99326084
10.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.9841041
10.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97477572
10.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.95003638
10.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.92578975
10.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.89726247
10.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.86735133
10.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.83545479
10.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.80296006
10.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.7698943
10.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.7363997
10.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.70284432
11.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00014409
11.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00035117
11.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00088629
11.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.0007209
11.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,1.00138035
11.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99249287
11.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98360899
11.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97705349
11.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.95359691
11.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.92996998
11.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.90180334
11.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.87277153
11.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.84137611
11.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.80899197
11.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.7764253
11.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.7432271
11.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.70943738
12.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00015173
12.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.0003446
12.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00079182
12.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00023221
12.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,1.00099306
12.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99442379
12.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98485205
12.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97559374
12.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.95111622
12.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.92706933
12.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.89830017
12.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.86827823
12.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.83662434
12.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.80367101
12.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.77049388
12.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.7375808
12.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.70312708
15.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00018635
15.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00043995
15.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00085803
15.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00061633
15.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,1.00162936
15.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99400083
15.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98498856
15.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.9758135
15.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.95177724
15.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.92745522
15.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.89826058
15.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.86766221
15.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.83582084
15.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.80280819
15.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.76872223
15.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.73542024
15.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.70044108
16.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00017208
16.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,0.99985053
16.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00021141
16.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,1.00142377
16.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99369157
16.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98441656
16.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97492333
16.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.95024079
16.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.92543404
16.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.89557751
16.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.86475154
16.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.83206018
16.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.79860485
16.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.76451086
16.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.73123058
16.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.69567141
17.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,0.99985991
17.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,0.99893978
17.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,0.9989182
17.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00050237
17.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,1.00112489
17.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99358311
17.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98392281
17.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97508125
17.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94992792
17.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.92637217
17.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.89661614
17.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.86578085
17.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.83310556
17.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.79955441
17.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.76525597
17.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.73149619
17.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.69572894
18.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00018056
18.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,0.99956217
18.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,0.99995354
18.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00065427
18.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,1.00129587
18.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99489331
18.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.9835124
18.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97460661
18.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94927314
18.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.92386642
18.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.89346145
18.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.86214508
18.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.82913954
18.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.79517144
18.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.76082049
18.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.72704038
18.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.69097698
19.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00013724
19.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,0.99990155
19.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00019884
19.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00005266
19.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,1.00039051
19.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99405539
19.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98391708
19.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97485223
19.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94986973
19.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.92539756
19.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.89567131
19.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.86490586
19.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.83183876
19.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.79807104
19.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.76379854
19.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.73015976
19.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.69430191
22.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.0001481
22.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.0000109
22.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00056622
22.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.0006234
22.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,1.00125091
22.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99367604
22.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98313946
22.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97238339
22.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94543873
22.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.91884602
22.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.88742658
22.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.85523115
22.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6Y,6,0.82093459
22.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,7Y,7,0.7865206
22.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,8Y,8,0.75247062
22.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9Y,9,0.71817716
22.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,10Y,10,0.68171396
23.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00226027
23.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00122936
23.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00032167
23.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00111882
23.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,1.0015972
23.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99422992
23.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.9842611
23.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.97529286
23.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.94960738
23.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.92363235
23.12.2025,USD-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.89332255
