Дата,Кривая,Тип,Дисконт фактор,Тенор,Ставка
18.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.99520062
18.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.9331712
18.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.86216922
18.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.76920584
18.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.70560026
18.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.64720239
19.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00011186
19.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99840577
19.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.9949124
19.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.930513
19.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.85682115
19.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.76952002
19.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.70580387
19.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.64739064
22.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,0.99987934
22.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99793392
22.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.99397315
22.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.94917485
22.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.89158507
22.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.82542958
22.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.75067844
22.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.69581518
23.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00107137
23.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99934927
23.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.99162665
23.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.95035667
23.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.89269931
23.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.82643815
23.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.75158683
23.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.6967062
24.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00079989
24.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99914755
24.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.99158742
24.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.94918956
24.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.89139395
24.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.84232421
24.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.74888105
24.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.69371996
25.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.0007414
25.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99859014
25.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.99131651
25.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93584029
25.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.86623202
25.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.78116628
25.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.70445209
25.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.64615534
26.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00092293
26.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.9995071
26.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.99224558
26.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93967749
26.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.87041677
26.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.76838322
26.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.70469577
26.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.64637628
29.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00097948
29.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.9998205
29.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.99186983
29.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.94263272
29.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.88255398
29.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.80424593
29.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.73622526
29.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.68006578
30.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.0003369
30.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.9991513
30.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.99109465
30.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93586794
30.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.86336629
30.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.7847962
30.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.72008727
30.09.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.66229016
01.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00051117
01.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.9995059
01.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98997898
01.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.95280963
01.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.86686138
01.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.79882617
01.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.73016341
01.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.67181973
02.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00057645
02.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.9995441
02.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.99027584
02.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.94159821
02.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.87383092
02.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.81059459
02.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.73915132
02.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.68394065
03.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00056557
03.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99735643
03.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.99013976
03.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93083946
03.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.85081075
03.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.79957427
03.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.7297302
03.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.69196736
06.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00056557
06.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99874237
06.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98649658
06.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93531042
06.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.8645798
06.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.79907699
06.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.72888904
06.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.67379568
07.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00057645
07.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99869202
07.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98614885
07.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93905656
07.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.87052083
07.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.80400005
07.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.73407581
07.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.67919122
08.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00058733
08.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99869064
08.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98287713
08.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93860863
08.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.87186298
08.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.80493512
08.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.7346384
08.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.68030284
09.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00045751
09.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.9970193
09.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.9844103
09.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.9317044
09.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.86533777
09.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.79755511
09.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.7339346
09.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.67958272
10.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00049154
10.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99721934
10.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98507703
10.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93922434
10.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.86471258
10.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.79692443
10.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.73299919
10.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.67856444
13.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,0.99984068
13.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99702002
13.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98481171
13.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93451651
13.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.86480348
13.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.79704996
13.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.73306074
13.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.67865731
14.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,0.99998274
14.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99433872
14.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98472962
14.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93770189
14.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.86768161
14.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.80000274
14.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.73266598
14.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.6782597
15.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.0005821
15.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99572703
15.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98548075
15.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93899985
15.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.86958883
15.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.80602556
15.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.74372876
15.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.69096444
16.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00056346
16.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.9964968
16.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98406254
16.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93953373
16.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.86895797
16.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.80400432
16.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.74038498
16.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.68715366
17.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00054149
17.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99426501
17.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98413247
17.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93995069
17.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.85623803
17.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.76893791
17.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.70525873
17.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.64688884
20.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00057444
20.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99639078
20.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98515169
20.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93687036
20.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.86647777
20.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.79668824
20.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.72954996
20.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.67472367
21.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00040022
21.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99526362
21.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98329721
21.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93831574
21.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.86835632
21.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.79978287
21.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.73241772
21.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.67809258
22.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00047091
22.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99592132
22.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98403918
22.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93727277
22.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.86565622
22.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.79422499
22.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.72750059
22.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.67229619
23.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,0.99992807
23.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99503195
23.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98421139
23.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93783431
23.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.87018754
23.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.79979348
23.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.73247099
23.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.67808233
24.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,0.99981884
24.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99547979
24.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98590217
24.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93102624
24.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.85732413
24.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.77008587
24.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.70626561
24.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.64781466
27.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00045174
27.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99602083
27.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.9836936
27.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93941466
27.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.86973051
27.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.79991664
27.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.73256016
27.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.67813979
28.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00050902
28.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99603386
28.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98354985
28.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93908294
28.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.86802546
28.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.79981437
28.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.73244128
28.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.67811443
29.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00037548
29.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99589949
29.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98266415
29.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93585568
29.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.86767638
29.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.79878548
29.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.73149201
29.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.67694348
30.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00045974
30.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99602445
30.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98325749
30.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93574629
30.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.86726363
30.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.79716949
30.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.73010375
30.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.67526503
31.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,0.99992524
31.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99556825
31.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98532395
31.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93559238
31.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.86635029
31.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.79414882
31.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.72763282
31.10.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.67229509
01.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00037447
01.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99597195
01.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98329965
01.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93592983
01.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.86858641
01.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.80035959
01.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.73305992
01.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.67856806
03.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00036699
03.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99577675
03.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.9829237
03.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93551966
03.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.86797511
03.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.79979611
03.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.73243631
03.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.67809077
05.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00027461
05.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99582949
05.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98436085
05.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93608889
05.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.86816929
05.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.79988459
05.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.73252798
05.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.67815503
06.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.0003199
06.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99577705
06.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98474888
06.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93618722
06.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.8682052
06.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.79993053
06.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.73259391
06.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.67821727
07.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00036948
07.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99580392
07.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98306351
07.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.93622243
07.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,2Y,2,0.86816152
07.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3Y,3,0.799964
07.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,4Y,4,0.73269264
07.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,5Y,5,0.67826732
10.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1M,0.0833,1.00041733
10.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,3M,0.2499,0.99589285
10.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,6M,0.4998,0.98336454
10.11.2025,CNY-DISCOUNT-CNY-CSA,Дисконтная,1Y,1,0.9433549
